time,carrier,scenario,substance,region,technology,value
2045,wtr,high_env_pol,car,DE,gac,221676813.602
2045,wtr,high_env_pol,cec,DE,nof,404.495
2045,wtr,high_env_pol,cec,DE,aop,283.1465
2045,wtr,high_env_pol,cec,DE,o3,80.899
2045,wtr,high_env_pol,cec,DE,gac,40.4495
2045,wtr,low_env_pol,car,DE,nof,4211859458.4379997
2045,wtr,low_env_pol,car,DE,aop,66503044.08059999
2045,wtr,low_env_pol,car,DE,o3,22167681.3602
2045,wtr,low_env_pol,car,DE,gac,133006088.16119999
2045,wtr,low_env_pol,cec,DE,nof,768.5405
2045,wtr,low_env_pol,cec,DE,aop,12.13485
2045,wtr,low_env_pol,cec,DE,o3,4.04495
2045,wtr,low_env_pol,cec,DE,gac,24.2697
2045,oxi_con,high_env_pol,car,DE,nof,0.0
2045,oxi_con,high_env_pol,car,DE,aop,0.0
2045,oxi_con,high_env_pol,car,DE,o3,0.0
2045,oxi_con,high_env_pol,car,DE,gac,0.0
2045,oxi_con,high_env_pol,cec,DE,nof,0.0
2045,oxi_con,high_env_pol,cec,DE,aop,0.0
2045,oxi_con,high_env_pol,cec,DE,o3,0.0
2045,oxi_con,high_env_pol,cec,DE,gac,0.0
2045,oxi_con,low_env_pol,car,DE,nof,0.0
2045,oxi_con,low_env_pol,car,DE,aop,0.0
2045,oxi_con,low_env_pol,car,DE,o3,0.0
2045,oxi_con,low_env_pol,car,DE,gac,0.0
2045,oxi_con,low_env_pol,cec,DE,nof,0.0
2045,oxi_con,low_env_pol,cec,DE,aop,0.0
2045,oxi_con,low_env_pol,cec,DE,o3,0.0
2045,oxi_con,low_env_pol,cec,DE,gac,0.0
