time,carrier,scenario,substance,region,technology,value
2035,sldg,high_env_pol,cec,DE,nof,0.0
2035,sldg,high_env_pol,cec,DE,aop,0.0
2035,sldg,high_env_pol,cec,DE,o3,0.0
2035,sldg,high_env_pol,cec,DE,gac,0.0
2035,sldg,low_env_pol,car,DE,nof,0.0
2035,sldg,low_env_pol,car,DE,aop,0.0
2035,sldg,low_env_pol,car,DE,o3,0.0
2035,sldg,low_env_pol,car,DE,gac,0.0
2035,sldg,low_env_pol,cec,DE,nof,0.0
2035,sldg,low_env_pol,cec,DE,aop,0.0
2035,sldg,low_env_pol,cec,DE,o3,0.0
2035,sldg,low_env_pol,cec,DE,gac,0.0
2035,wtr,high_env_pol,car,DE,nof,947888792.0586
2035,wtr,high_env_pol,car,DE,aop,575503909.46415
2035,wtr,high_env_pol,car,DE,o3,369676628.90285397
2035,wtr,high_env_pol,car,DE,gac,254575847.01002395
2035,wtr,high_env_pol,cec,DE,nof,172.96230000000003
2035,wtr,high_env_pol,cec,DE,aop,6.177225
2035,wtr,high_env_pol,cec,DE,o3,8.153936999999997
2035,wtr,high_env_pol,cec,DE,gac,6.918491999999995
2035,wtr,low_env_pol,car,DE,nof,214403417.25134993
2035,wtr,low_env_pol,car,DE,aop,66690747.15555149
2035,wtr,low_env_pol,car,DE,o3,22455936.8594835
2035,wtr,low_env_pol,car,DE,gac,131350304.04240598
2035,wtr,low_env_pol,cec,DE,nof,39.12242500000002
2035,wtr,low_env_pol,cec,DE,aop,2.285573249999999
2035,wtr,low_env_pol,cec,DE,o3,0.8030392499999996
2035,wtr,low_env_pol,cec,DE,gac,4.200512999999998
2035,oxi_con,high_env_pol,car,DE,nof,0.0
2035,oxi_con,high_env_pol,car,DE,aop,0.0
2035,oxi_con,high_env_pol,car,DE,o3,0.0
2035,oxi_con,high_env_pol,car,DE,gac,0.0
2035,oxi_con,high_env_pol,cec,DE,nof,0.0
2035,oxi_con,high_env_pol,cec,DE,aop,0.0
2035,oxi_con,high_env_pol,cec,DE,o3,0.0
2035,oxi_con,high_env_pol,cec,DE,gac,0.0
2035,oxi_con,low_env_pol,car,DE,nof,0.0
2035,oxi_con,low_env_pol,car,DE,aop,0.0
2035,oxi_con,low_env_pol,car,DE,o3,0.0
2035,oxi_con,low_env_pol,car,DE,gac,0.0
2035,oxi_con,low_env_pol,cec,DE,nof,0.0
2035,oxi_con,low_env_pol,cec,DE,aop,0.0
2035,oxi_con,low_env_pol,cec,DE,o3,0.0
2035,oxi_con,low_env_pol,cec,DE,gac,0.0
2045,sldg,high_env_pol,car,DE,nof,0.0
2045,sldg,high_env_pol,car,DE,aop,0.0
2045,sldg,high_env_pol,car,DE,o3,0.0
2045,sldg,high_env_pol,car,DE,gac,0.0
2045,sldg,high_env_pol,cec,DE,nof,0.0
2045,sldg,high_env_pol,cec,DE,aop,0.0
2045,sldg,high_env_pol,cec,DE,o3,0.0
2045,sldg,high_env_pol,cec,DE,gac,0.0
2045,sldg,low_env_pol,car,DE,nof,0.0
2045,sldg,low_env_pol,car,DE,aop,0.0
2045,sldg,low_env_pol,car,DE,o3,0.0
2045,sldg,low_env_pol,car,DE,gac,0.0
2045,sldg,low_env_pol,cec,DE,nof,0.0
2045,sldg,low_env_pol,cec,DE,aop,0.0
2045,sldg,low_env_pol,cec,DE,o3,0.0
2045,sldg,low_env_pol,cec,DE,gac,0.0
2045,wtr,high_env_pol,car,DE,nof,1108384068.01
2045,wtr,high_env_pol,car,DE,aop,1008629501.8891001
2045,wtr,high_env_pol,car,DE,o3,399018264.4836
2045,wtr,high_env_pol,car,DE,gac,210592972.9219
2045,wtr,high_env_pol,cec,DE,nof,202.2475
2045,wtr,high_env_pol,cec,DE,aop,-42.471975
2045,wtr,high_env_pol,cec,DE,o3,8.0899
2045,wtr,high_env_pol,cec,DE,gac,6.067425
2045,wtr,low_env_pol,car,DE,nof,210592972.92190027
2045,wtr,low_env_pol,car,DE,aop,65505498.41939099
2045,wtr,low_env_pol,car,DE,o3,22056842.953399
2045,wtr,low_env_pol,car,DE,gac,129015905.516364
2045,wtr,low_env_pol,cec,DE,nof,38.42702500000007
2045,wtr,low_env_pol,cec,DE,aop,2.244947249999999
2045,wtr,low_env_pol,cec,DE,o3,0.7887652499999996
2045,wtr,low_env_pol,cec,DE,gac,4.125848999999998
2045,oxi_con,high_env_pol,car,DE,nof,0.0
2045,oxi_con,high_env_pol,car,DE,aop,0.0
2045,oxi_con,high_env_pol,car,DE,o3,0.0
2045,oxi_con,high_env_pol,car,DE,gac,0.0
2045,oxi_con,high_env_pol,cec,DE,nof,0.0
2045,oxi_con,high_env_pol,cec,DE,aop,0.0
2045,oxi_con,high_env_pol,cec,DE,o3,0.0
2045,oxi_con,high_env_pol,cec,DE,gac,0.0
2045,oxi_con,low_env_pol,car,DE,nof,0.0
2045,oxi_con,low_env_pol,car,DE,aop,0.0
2045,oxi_con,low_env_pol,car,DE,o3,0.0
2045,oxi_con,low_env_pol,car,DE,gac,0.0
2045,oxi_con,low_env_pol,cec,DE,nof,0.0
2045,oxi_con,low_env_pol,cec,DE,aop,0.0
2045,oxi_con,low_env_pol,cec,DE,o3,0.0
2045,oxi_con,low_env_pol,cec,DE,gac,0.0
