time,carrier,scenario,substance,region,technology,value
2035,sldg,high_env_pol,cec,DE,nof,0.0
2035,sldg,high_env_pol,cec,DE,aop,0.0
2035,sldg,high_env_pol,cec,DE,o3,0.0
2035,sldg,high_env_pol,cec,DE,gac,0.0
2035,sldg,low_env_pol,car,DE,nof,0.0
2035,sldg,low_env_pol,car,DE,aop,0.0
2035,sldg,low_env_pol,car,DE,o3,0.0
2035,sldg,low_env_pol,car,DE,gac,0.0
2035,sldg,low_env_pol,cec,DE,nof,0.0
2035,sldg,low_env_pol,cec,DE,aop,0.0
2035,sldg,low_env_pol,cec,DE,o3,0.0
2035,sldg,low_env_pol,cec,DE,gac,0.0
2035,wtr,high_env_pol,car,DE,nof,5261128222.15706
2035,wtr,high_env_pol,car,DE,aop,225476923.80673113
2035,wtr,high_env_pol,car,DE,o3,1127384619.0336556
2035,wtr,high_env_pol,car,DE,gac,901907695.2269245
2035,wtr,high_env_pol,cec,DE,nof,1033.1837922
2035,wtr,high_env_pol,cec,DE,aop,8.855861075999997
2035,wtr,high_env_pol,cec,DE,o3,44.27930537999998
2035,wtr,high_env_pol,cec,DE,gac,35.423444303999986
2035,wtr,low_env_pol,car,DE,nof,6460049562.645845
2035,wtr,low_env_pol,car,DE,aop,0.0
2035,wtr,low_env_pol,car,DE,o3,1384296334.8526812
2035,wtr,low_env_pol,car,DE,gac,1384296334.8526812
2035,wtr,low_env_pol,cec,DE,nof,1251.95227465
2035,wtr,low_env_pol,cec,DE,aop,0.0
2035,wtr,low_env_pol,cec,DE,o3,53.655097485
2035,wtr,low_env_pol,cec,DE,gac,53.655097485
2035,oxi_con,high_env_pol,car,DE,nof,0.0
2035,oxi_con,high_env_pol,car,DE,aop,0.0
2035,oxi_con,high_env_pol,car,DE,o3,0.0
2035,oxi_con,high_env_pol,car,DE,gac,0.0
2035,oxi_con,high_env_pol,cec,DE,nof,0.0
2035,oxi_con,high_env_pol,cec,DE,aop,0.0
2035,oxi_con,high_env_pol,cec,DE,o3,0.0
2035,oxi_con,high_env_pol,cec,DE,gac,0.0
2035,oxi_con,low_env_pol,car,DE,nof,0.0
2035,oxi_con,low_env_pol,car,DE,aop,0.0
2035,oxi_con,low_env_pol,car,DE,o3,0.0
2035,oxi_con,low_env_pol,car,DE,gac,0.0
2035,oxi_con,low_env_pol,cec,DE,nof,0.0
2035,oxi_con,low_env_pol,cec,DE,aop,0.0
2035,oxi_con,low_env_pol,cec,DE,o3,0.0
2035,oxi_con,low_env_pol,cec,DE,gac,0.0
2045,sldg,high_env_pol,car,DE,nof,0.0
2045,sldg,high_env_pol,car,DE,aop,0.0
2045,sldg,high_env_pol,car,DE,o3,0.0
2045,sldg,high_env_pol,car,DE,gac,0.0
2045,sldg,high_env_pol,cec,DE,nof,0.0
2045,sldg,high_env_pol,cec,DE,aop,0.0
2045,sldg,high_env_pol,cec,DE,o3,0.0
2045,sldg,high_env_pol,cec,DE,gac,0.0
2045,sldg,low_env_pol,car,DE,nof,0.0
2045,sldg,low_env_pol,car,DE,aop,0.0
2045,sldg,low_env_pol,car,DE,o3,0.0
2045,sldg,low_env_pol,car,DE,gac,0.0
2045,sldg,low_env_pol,cec,DE,nof,0.0
2045,sldg,low_env_pol,cec,DE,aop,0.0
2045,sldg,low_env_pol,cec,DE,o3,0.0
2045,sldg,low_env_pol,cec,DE,gac,0.0
2045,wtr,high_env_pol,car,DE,nof,0.0
2045,wtr,high_env_pol,car,DE,aop,3382587169.8677
2045,wtr,high_env_pol,car,DE,o3,2029552301.92062
2045,wtr,high_env_pol,car,DE,gac,1353034867.9470801
2045,wtr,high_env_pol,cec,DE,nof,0.0
2045,wtr,high_env_pol,cec,DE,aop,133.71311500000002
2045,wtr,high_env_pol,cec,DE,o3,80.227869
2045,wtr,high_env_pol,cec,DE,gac,53.48524599999999
2045,wtr,low_env_pol,car,DE,nof,0.0
2045,wtr,low_env_pol,car,DE,aop,0.0
2045,wtr,low_env_pol,car,DE,o3,4532313963.614473
2045,wtr,low_env_pol,car,DE,gac,4532313963.614473
2045,wtr,low_env_pol,cec,DE,nof,0.0
2045,wtr,low_env_pol,cec,DE,aop,0.0
2045,wtr,low_env_pol,cec,DE,o3,175.67138134999993
2045,wtr,low_env_pol,cec,DE,gac,175.67138134999993
2045,oxi_con,high_env_pol,car,DE,nof,0.0
2045,oxi_con,high_env_pol,car,DE,aop,0.0
2045,oxi_con,high_env_pol,car,DE,o3,0.0
2045,oxi_con,high_env_pol,car,DE,gac,0.0
2045,oxi_con,high_env_pol,cec,DE,nof,0.0
2045,oxi_con,high_env_pol,cec,DE,aop,0.0
2045,oxi_con,high_env_pol,cec,DE,o3,0.0
2045,oxi_con,high_env_pol,cec,DE,gac,0.0
2045,oxi_con,low_env_pol,car,DE,nof,0.0
2045,oxi_con,low_env_pol,car,DE,aop,0.0
2045,oxi_con,low_env_pol,car,DE,o3,0.0
2045,oxi_con,low_env_pol,car,DE,gac,0.0
2045,oxi_con,low_env_pol,cec,DE,nof,0.0
2045,oxi_con,low_env_pol,cec,DE,aop,0.0
2045,oxi_con,low_env_pol,cec,DE,o3,0.0
2045,oxi_con,low_env_pol,cec,DE,gac,0.0
